tbin,Count_Click,Count_Bin,Effort_Bin,Effort_Sec,PreAbs
14-May-2016 12:00:00,0,0,36,10800,0
14-May-2016 13:00:00,0,0,36,10800,0
14-May-2016 14:00:00,0,0,36,10800,0
14-May-2016 15:00:00,0,0,36,10800,0
14-May-2016 16:00:00,0,0,36,10800,0
14-May-2016 17:00:00,0,0,18,5400,0
14-May-2016 18:00:00,0,0,36,10800,0
14-May-2016 19:00:00,0,0,36,10800,0
14-May-2016 20:00:00,0,0,36,10800,0
14-May-2016 21:00:00,0,0,36,10800,0
14-May-2016 22:00:00,0,0,36,10800,0
14-May-2016 23:00:00,0,0,36,10800,0
15-May-2016 00:00:00,0,0,36,10800,0
15-May-2016 01:00:00,0,0,36,10800,0
15-May-2016 02:00:00,0,0,36,10800,0
15-May-2016 03:00:00,0,0,36,10800,0
15-May-2016 04:00:00,0,0,36,10800,0
15-May-2016 05:00:00,0,0,36,10800,0
15-May-2016 06:00:00,0,0,36,10800,0
15-May-2016 07:00:00,0,0,36,10800,0
15-May-2016 08:00:00,0,0,36,10800,0
15-May-2016 09:00:00,0,0,36,10800,0
15-May-2016 10:00:00,0,0,36,10800,0
15-May-2016 11:00:00,0,0,36,10800,0
15-May-2016 12:00:00,0,0,36,10800,0
15-May-2016 13:00:00,0,0,36,10800,0
15-May-2016 14:00:00,0,0,36,10800,0
15-May-2016 15:00:00,0,0,36,10800,0
15-May-2016 16:00:00,0,0,36,10800,0
15-May-2016 17:00:00,0,0,36,10800,0
15-May-2016 18:00:00,0,0,36,10800,0
15-May-2016 19:00:00,0,0,36,10800,0
15-May-2016 20:00:00,0,0,36,10800,0
15-May-2016 21:00:00,0,0,36,10800,0
15-May-2016 22:00:00,0,0,36,10800,0
15-May-2016 23:00:00,0,0,36,10800,0
16-May-2016 00:00:00,0,0,21,6300,0
16-May-2016 01:00:00,0,0,6,1800,0
16-May-2016 02:00:00,0,0,36,10800,0
16-May-2016 03:00:00,0,0,36,10800,0
16-May-2016 04:00:00,0,0,36,10800,0
16-May-2016 05:00:00,0,0,36,10800,0
16-May-2016 06:00:00,0,0,36,10800,0
16-May-2016 07:00:00,0,0,36,10800,0
16-May-2016 08:00:00,0,0,24,7200,0
16-May-2016 09:00:00,0,0,36,10800,0
16-May-2016 10:00:00,0,0,36,10800,0
16-May-2016 11:00:00,0,0,36,10800,0
16-May-2016 12:00:00,0,0,36,10800,0
16-May-2016 13:00:00,0,0,36,10800,0
16-May-2016 14:00:00,0,0,36,10800,0
16-May-2016 15:00:00,0,0,36,10800,0
16-May-2016 16:00:00,0,0,36,10800,0
16-May-2016 17:00:00,0,0,36,10800,0
16-May-2016 18:00:00,0,0,36,10800,0
16-May-2016 19:00:00,0,0,36,10800,0
16-May-2016 20:00:00,0,0,36,10800,0
16-May-2016 21:00:00,0,0,36,10800,0
16-May-2016 22:00:00,0,0,36,10800,0
16-May-2016 23:00:00,0,0,36,10800,0
17-May-2016 00:00:00,0,0,36,10800,0
17-May-2016 01:00:00,0,0,36,10800,0
17-May-2016 02:00:00,0,0,36,10800,0
17-May-2016 03:00:00,0,0,36,10800,0
17-May-2016 04:00:00,0,0,36,10800,0
17-May-2016 05:00:00,0,0,36,10800,0
17-May-2016 06:00:00,0,0,36,10800,0
17-May-2016 07:00:00,0,0,36,10800,0
17-May-2016 08:00:00,0,0,36,10800,0
17-May-2016 09:00:00,0,0,36,10800,0
17-May-2016 10:00:00,0,0,36,10800,0
17-May-2016 11:00:00,0,0,36,10800,0
17-May-2016 12:00:00,0,0,36,10800,0
17-May-2016 13:00:00,0,0,36,10800,0
17-May-2016 14:00:00,0,0,36,10800,0
17-May-2016 15:00:00,0,0,36,10800,0
17-May-2016 16:00:00,0,0,36,10800,0
17-May-2016 17:00:00,0,0,36,10800,0
17-May-2016 18:00:00,0,0,36,10800,0
17-May-2016 19:00:00,0,0,36,10800,0
17-May-2016 20:00:00,0,0,36,10800,0
17-May-2016 21:00:00,0,0,36,10800,0
17-May-2016 22:00:00,0,0,36,10800,0
17-May-2016 23:00:00,0,0,36,10800,0
18-May-2016 00:00:00,0,0,36,10800,0
18-May-2016 01:00:00,0,0,36,10800,0
18-May-2016 02:00:00,0,0,36,10800,0
18-May-2016 03:00:00,6,1,36,10800,1
18-May-2016 04:00:00,0,0,36,10800,0
18-May-2016 05:00:00,5,1,36,10800,1
18-May-2016 06:00:00,0,0,36,10800,0
18-May-2016 07:00:00,0,0,36,10800,0
18-May-2016 08:00:00,0,0,36,10800,0
18-May-2016 09:00:00,0,0,36,10800,0
18-May-2016 10:00:00,0,0,36,10800,0
18-May-2016 11:00:00,0,0,36,10800,0
18-May-2016 12:00:00,0,0,36,10800,0
18-May-2016 13:00:00,0,0,36,10800,0
18-May-2016 14:00:00,0,0,36,10800,0
18-May-2016 15:00:00,0,0,36,10800,0
18-May-2016 16:00:00,0,0,36,10800,0
18-May-2016 17:00:00,0,0,36,10800,0
18-May-2016 18:00:00,0,0,36,10800,0
18-May-2016 19:00:00,0,0,36,10800,0
18-May-2016 20:00:00,0,0,36,10800,0
18-May-2016 21:00:00,0,0,36,10800,0
18-May-2016 22:00:00,0,0,24,7200,0
18-May-2016 23:00:00,0,0,36,10800,0
19-May-2016 00:00:00,0,0,36,10800,0
19-May-2016 01:00:00,0,0,36,10800,0
19-May-2016 02:00:00,0,0,36,10800,0
19-May-2016 03:00:00,0,0,36,10800,0
19-May-2016 04:00:00,0,0,36,10800,0
19-May-2016 05:00:00,0,0,30,9000,0
19-May-2016 06:00:00,0,0,15,4500,0
19-May-2016 07:00:00,0,0,36,10800,0
19-May-2016 08:00:00,0,0,36,10800,0
19-May-2016 09:00:00,0,0,36,10800,0
19-May-2016 10:00:00,0,0,36,10800,0
19-May-2016 11:00:00,0,0,36,10800,0
19-May-2016 12:00:00,0,0,36,10800,0
19-May-2016 13:00:00,0,0,36,10800,0
19-May-2016 14:00:00,0,0,36,10800,0
19-May-2016 15:00:00,0,0,36,10800,0
19-May-2016 16:00:00,0,0,36,10800,0
19-May-2016 17:00:00,0,0,36,10800,0
19-May-2016 18:00:00,0,0,36,10800,0
19-May-2016 19:00:00,0,0,36,10800,0
19-May-2016 20:00:00,0,0,36,10800,0
19-May-2016 21:00:00,0,0,36,10800,0
19-May-2016 22:00:00,0,0,36,10800,0
19-May-2016 23:00:00,0,0,36,10800,0
20-May-2016 00:00:00,0,0,36,10800,0
20-May-2016 01:00:00,0,0,36,10800,0
20-May-2016 02:00:00,0,0,36,10800,0
20-May-2016 03:00:00,0,0,36,10800,0
20-May-2016 04:00:00,0,0,36,10800,0
20-May-2016 05:00:00,0,0,36,10800,0
20-May-2016 06:00:00,0,0,36,10800,0
20-May-2016 07:00:00,0,0,36,10800,0
20-May-2016 08:00:00,0,0,36,10800,0
20-May-2016 09:00:00,0,0,36,10800,0
20-May-2016 10:00:00,0,0,36,10800,0
20-May-2016 11:00:00,0,0,36,10800,0
20-May-2016 12:00:00,0,0,36,10800,0
20-May-2016 13:00:00,0,0,36,10800,0
