"","format.dates....m..","res"
"1","01",6.09163234522791
"2","02",5.76878113309188
"3","03",5.41784223200265
"4","04",6.0242545791255
"5","05",7.30237434616161
"6","06",10.599992444918
"7","07",13.8170073894796
"8","08",15.1717412790691
"9","09",13.2805975204639
"10","10",9.79059729260787
"11","11",8.33951383314598
"12","12",6.93530392053806
