"","format.dates....m..","res"
"1","01",5.27218006745715
"2","02",4.69110341919324
"3","03",4.477010040213
"4","04",5.29993459085712
"5","05",8.1948750961205
"6","06",10.1590922905049
"7","07",13.0596596863685
"8","08",13.9343819268529
"9","09",13.2199716477065
"10","10",10.2357349864289
"11","11",8.48134387378961
"12","12",7.40451627547858
