time,latitude,longitude,analysed_sst,analysis_error
UTC,degrees_north,degrees_east,degree_C,degree_C
2016-08-27T09:00:00Z,32.12,-77.08,29.738,0.38
2016-08-28T09:00:00Z,32.1,-77.1,29.1,0.38
2016-08-28T09:00:00Z,32.1,-77.09,29.049,0.38
2016-08-28T09:00:00Z,32.1,-77.08,29.015,0.38
2016-08-28T09:00:00Z,32.11,-77.1,29.102,0.38
2016-08-28T09:00:00Z,32.11,-77.09,29.042,0.38
2016-08-28T09:00:00Z,32.11,-77.08,29.003,0.38
2016-08-28T09:00:00Z,32.12,-77.1,29.103,0.38
2016-08-28T09:00:00Z,32.12,-77.09,29.035,0.38
2016-08-28T09:00:00Z,32.12,-77.08,28.989,0.38
2016-08-29T09:00:00Z,32.1,-77.1,29.017,0.38
2016-08-29T09:00:00Z,32.1,-77.09,28.957,0.38
2016-08-29T09:00:00Z,32.1,-77.08,28.915,0.38
2016-08-29T09:00:00Z,32.11,-77.1,29.008,0.38
2016-08-29T09:00:00Z,32.11,-77.09,28.945,0.38
2016-08-29T09:00:00Z,32.11,-77.08,28.903,0.38
2016-08-29T09:00:00Z,32.12,-77.1,28.994,0.38
2016-08-29T09:00:00Z,32.12,-77.09,28.932,0.38
2016-08-29T09:00:00Z,32.12,-77.08,28.893,0.38
2016-08-30T09:00:00Z,32.1,-77.1,28.993,0.39
2016-08-30T09:00:00Z,32.1,-77.09,28.965,0.39
2016-08-30T09:00:00Z,32.1,-77.08,28.937,0.39
2016-08-30T09:00:00Z,32.11,-77.1,28.985,0.39
2016-08-30T09:00:00Z,32.11,-77.09,28.956,0.39
2016-08-30T09:00:00Z,32.11,-77.08,28.929000000000002,0.39
2016-08-30T09:00:00Z,32.12,-77.1,28.976,0.39
2016-08-30T09:00:00Z,32.12,-77.09,28.947,0.39
2016-08-30T09:00:00Z,32.12,-77.08,28.919,0.39
2016-08-31T09:00:00Z,32.1,-77.1,28.849,0.4
2016-08-31T09:00:00Z,32.1,-77.09,28.838,0.4
2016-08-31T09:00:00Z,32.1,-77.08,28.828,0.4
2016-08-31T09:00:00Z,32.11,-77.1,28.85,0.4
2016-08-31T09:00:00Z,32.11,-77.09,28.84,0.4
2016-08-31T09:00:00Z,32.11,-77.08,28.83,0.4
2016-08-31T09:00:00Z,32.12,-77.1,28.851,0.4
2016-08-31T09:00:00Z,32.12,-77.09,28.841,0.4
2016-08-31T09:00:00Z,32.12,-77.08,28.831,0.4
2016-09-01T09:00:00Z,32.1,-77.1,28.673000000000002,0.4
2016-09-01T09:00:00Z,32.1,-77.09,28.675,0.4
2016-09-01T09:00:00Z,32.1,-77.08,28.677,0.4
2016-09-01T09:00:00Z,32.11,-77.1,28.679000000000002,0.4
2016-09-01T09:00:00Z,32.11,-77.09,28.681,0.4
2016-09-01T09:00:00Z,32.11,-77.08,28.682,0.4
2016-09-01T09:00:00Z,32.12,-77.1,28.686,0.4
2016-09-01T09:00:00Z,32.12,-77.09,28.687,0.4
2016-09-01T09:00:00Z,32.12,-77.08,28.688,0.4
2016-09-02T09:00:00Z,32.1,-77.1,28.697,0.4
2016-09-02T09:00:00Z,32.1,-77.09,28.7,0.4
2016-09-02T09:00:00Z,32.1,-77.08,28.703,0.4
2016-09-02T09:00:00Z,32.11,-77.1,28.707,0.4
2016-09-02T09:00:00Z,32.11,-77.09,28.71,0.4
2016-09-02T09:00:00Z,32.11,-77.08,28.713,0.4
2016-09-02T09:00:00Z,32.12,-77.1,28.716,0.4
2016-09-02T09:00:00Z,32.12,-77.09,28.72,0.4
2016-09-02T09:00:00Z,32.12,-77.08,28.723,0.4
2016-09-03T09:00:00Z,32.1,-77.1,28.691,0.4
2016-09-03T09:00:00Z,32.1,-77.09,28.694,0.4
2016-09-03T09:00:00Z,32.1,-77.08,28.697,0.4
2016-09-03T09:00:00Z,32.11,-77.1,28.699,0.4
2016-09-03T09:00:00Z,32.11,-77.09,28.703,0.4
2016-09-03T09:00:00Z,32.11,-77.08,28.706,0.4
2016-09-03T09:00:00Z,32.12,-77.1,28.707,0.4
2016-09-03T09:00:00Z,32.12,-77.09,28.711,0.4
2016-09-03T09:00:00Z,32.12,-77.08,28.715,0.4
2016-09-04T09:00:00Z,32.1,-77.1,28.734,0.4
2016-09-04T09:00:00Z,32.1,-77.09,28.738,0.4
2016-09-04T09:00:00Z,32.1,-77.08,28.742,0.4
2016-09-04T09:00:00Z,32.11,-77.1,28.740000000000002,0.4
2016-09-04T09:00:00Z,32.11,-77.09,28.744,0.4
2016-09-04T09:00:00Z,32.11,-77.08,28.748,0.4
2016-09-04T09:00:00Z,32.12,-77.1,28.746,0.4
2016-09-04T09:00:00Z,32.12,-77.09,28.75,0.4
2016-09-04T09:00:00Z,32.12,-77.08,28.755,0.4
2016-09-05T09:00:00Z,32.1,-77.1,28.918,0.39
2016-09-05T09:00:00Z,32.1,-77.09,28.934,0.39
2016-09-05T09:00:00Z,32.1,-77.08,28.953,0.39
2016-09-05T09:00:00Z,32.11,-77.1,28.928,0.39
2016-09-05T09:00:00Z,32.11,-77.09,28.944,0.39
2016-09-05T09:00:00Z,32.11,-77.08,28.965,0.39
2016-09-05T09:00:00Z,32.12,-77.1,28.937,0.39
2016-09-05T09:00:00Z,32.12,-77.09,28.953,0.39
2016-09-05T09:00:00Z,32.12,-77.08,28.973,0.39
2016-09-06T09:00:00Z,32.1,-77.1,28.947,0.38
2016-09-06T09:00:00Z,32.1,-77.09,28.949,0.38
2016-09-06T09:00:00Z,32.1,-77.08,28.954,0.38
2016-09-06T09:00:00Z,32.11,-77.1,28.955,0.38
2016-09-06T09:00:00Z,32.11,-77.09,28.958,0.38
2016-09-06T09:00:00Z,32.11,-77.08,28.963,0.38
2016-09-06T09:00:00Z,32.12,-77.1,28.962,0.38
2016-09-06T09:00:00Z,32.12,-77.09,28.966,0.38
2016-09-06T09:00:00Z,32.12,-77.08,28.97,0.38
2016-09-07T09:00:00Z,32.1,-77.1,29.125,0.38
2016-09-07T09:00:00Z,32.1,-77.09,29.121000000000002,0.38
2016-09-07T09:00:00Z,32.1,-77.08,29.122,0.38
2016-09-07T09:00:00Z,32.11,-77.1,29.145,0.38
2016-09-07T09:00:00Z,32.11,-77.09,29.141,0.38
2016-09-07T09:00:00Z,32.11,-77.08,29.14,0.38
2016-09-07T09:00:00Z,32.12,-77.1,29.167,0.38
2016-09-07T09:00:00Z,32.12,-77.09,29.161,0.38
2016-09-07T09:00:00Z,32.12,-77.08,29.159,0.38
2016-09-08T09:00:00Z,32.1,-77.1,29.368000000000002,0.37
2016-09-08T09:00:00Z,32.1,-77.09,29.368000000000002,0.37
2016-09-08T09:00:00Z,32.1,-77.08,29.373,0.37
2016-09-08T09:00:00Z,32.11,-77.1,29.348,0.37
2016-09-08T09:00:00Z,32.11,-77.09,29.344,0.37
2016-09-08T09:00:00Z,32.11,-77.08,29.347,0.37
2016-09-08T09:00:00Z,32.12,-77.1,29.331,0.37
2016-09-08T09:00:00Z,32.12,-77.09,29.323,0.37
2016-09-08T09:00:00Z,32.12,-77.08,29.323,0.37
2016-09-09T09:00:00Z,32.1,-77.1,29.444,0.38
2016-09-09T09:00:00Z,32.1,-77.09,29.459,0.38
2016-09-09T09:00:00Z,32.1,-77.08,29.478,0.38
2016-09-09T09:00:00Z,32.11,-77.1,29.451999999999998,0.38
2016-09-09T09:00:00Z,32.11,-77.09,29.457,0.38
2016-09-09T09:00:00Z,32.11,-77.08,29.47,0.38
2016-09-09T09:00:00Z,32.12,-77.1,29.456,0.38
2016-09-09T09:00:00Z,32.12,-77.09,29.453,0.38
2016-09-09T09:00:00Z,32.12,-77.08,29.457,0.38
2016-09-10T09:00:00Z,32.1,-77.1,29.256999999999998,0.38
2016-09-10T09:00:00Z,32.1,-77.09,29.269,0.38
2016-09-10T09:00:00Z,32.1,-77.08,29.284,0.38
2016-09-10T09:00:00Z,32.11,-77.1,29.291,0.38
2016-09-10T09:00:00Z,32.11,-77.09,29.297,0.38
2016-09-10T09:00:00Z,32.11,-77.08,29.308,0.39
2016-09-10T09:00:00Z,32.12,-77.1,29.323,0.38
2016-09-10T09:00:00Z,32.12,-77.09,29.326999999999998,0.39
2016-09-10T09:00:00Z,32.12,-77.08,29.334,0.39
2016-09-11T09:00:00Z,32.1,-77.1,28.814,0.39
2016-09-11T09:00:00Z,32.1,-77.09,28.851,0.39
2016-09-11T09:00:00Z,32.1,-77.08,28.9,0.39
2016-09-11T09:00:00Z,32.11,-77.1,28.844,0.39
2016-09-11T09:00:00Z,32.11,-77.09,28.873,0.39
2016-09-11T09:00:00Z,32.11,-77.08,28.911,0.39
2016-09-11T09:00:00Z,32.12,-77.1,28.878,0.39
2016-09-11T09:00:00Z,32.12,-77.09,28.9,0.39
2016-09-11T09:00:00Z,32.12,-77.08,28.925,0.39
2016-09-12T09:00:00Z,32.1,-77.1,28.846,0.4
2016-09-12T09:00:00Z,32.1,-77.09,28.864,0.39
2016-09-12T09:00:00Z,32.1,-77.08,28.884,0.39
2016-09-12T09:00:00Z,32.11,-77.1,28.866,0.4
2016-09-12T09:00:00Z,32.11,-77.09,28.879,0.4
2016-09-12T09:00:00Z,32.11,-77.08,28.894,0.4
2016-09-12T09:00:00Z,32.12,-77.1,28.886,0.4
2016-09-12T09:00:00Z,32.12,-77.09,28.894,0.4
2016-09-12T09:00:00Z,32.12,-77.08,28.904,0.4
2016-09-13T09:00:00Z,32.1,-77.1,28.978,0.4
2016-09-13T09:00:00Z,32.1,-77.09,28.976,0.4
2016-09-13T09:00:00Z,32.1,-77.08,28.975,0.4
2016-09-13T09:00:00Z,32.11,-77.1,28.987000000000002,0.4
2016-09-13T09:00:00Z,32.11,-77.09,28.984,0.4
2016-09-13T09:00:00Z,32.11,-77.08,28.982,0.4
2016-09-13T09:00:00Z,32.12,-77.1,28.996,0.4
2016-09-13T09:00:00Z,32.12,-77.09,28.992,0.4
2016-09-13T09:00:00Z,32.12,-77.08,28.989,0.4
2016-09-14T09:00:00Z,32.1,-77.1,29.094,0.4
2016-09-14T09:00:00Z,32.1,-77.09,29.089,0.4
2016-09-14T09:00:00Z,32.1,-77.08,29.084,0.4
2016-09-14T09:00:00Z,32.11,-77.1,29.096,0.4
2016-09-14T09:00:00Z,32.11,-77.09,29.091,0.4
2016-09-14T09:00:00Z,32.11,-77.08,29.086,0.4
2016-09-14T09:00:00Z,32.12,-77.1,29.098,0.4
2016-09-14T09:00:00Z,32.12,-77.09,29.093,0.4
2016-09-14T09:00:00Z,32.12,-77.08,29.087,0.4
2016-09-15T09:00:00Z,32.1,-77.1,28.23,0.4
2016-09-15T09:00:00Z,32.1,-77.09,28.236,0.4
2016-09-15T09:00:00Z,32.1,-77.08,28.242,0.4
2016-09-15T09:00:00Z,32.11,-77.1,28.218,0.4
2016-09-15T09:00:00Z,32.11,-77.09,28.225,0.4
2016-09-15T09:00:00Z,32.11,-77.08,28.231,0.4
2016-09-15T09:00:00Z,32.12,-77.1,28.207,0.4
2016-09-15T09:00:00Z,32.12,-77.09,28.214,0.4
2016-09-15T09:00:00Z,32.12,-77.08,28.22,0.4
2016-09-16T09:00:00Z,32.1,-77.1,28.455,0.39
2016-09-16T09:00:00Z,32.1,-77.09,28.464,0.39
2016-09-16T09:00:00Z,32.1,-77.08,28.473,0.39
2016-09-16T09:00:00Z,32.11,-77.1,28.449,0.39
2016-09-16T09:00:00Z,32.11,-77.09,28.458,0.39
2016-09-16T09:00:00Z,32.11,-77.08,28.467,0.39
2016-09-16T09:00:00Z,32.12,-77.1,28.443,0.39
2016-09-16T09:00:00Z,32.12,-77.09,28.451999999999998,0.39
2016-09-16T09:00:00Z,32.12,-77.08,28.46,0.39
2016-09-17T09:00:00Z,32.1,-77.1,28.5,0.39
2016-09-17T09:00:00Z,32.1,-77.09,28.514,0.39
2016-09-17T09:00:00Z,32.1,-77.08,28.528,0.39
2016-09-17T09:00:00Z,32.11,-77.1,28.495,0.39
2016-09-17T09:00:00Z,32.11,-77.09,28.511,0.39
2016-09-17T09:00:00Z,32.11,-77.08,28.526,0.39
2016-09-17T09:00:00Z,32.12,-77.1,28.490000000000002,0.39
2016-09-17T09:00:00Z,32.12,-77.09,28.507,0.39
2016-09-17T09:00:00Z,32.12,-77.08,28.524,0.39
2016-09-18T09:00:00Z,32.1,-77.1,28.695,0.39
2016-09-18T09:00:00Z,32.1,-77.09,28.694,0.39
2016-09-18T09:00:00Z,32.1,-77.08,28.693,0.39
2016-09-18T09:00:00Z,32.11,-77.1,28.696,0.39
2016-09-18T09:00:00Z,32.11,-77.09,28.697,0.39
2016-09-18T09:00:00Z,32.11,-77.08,28.697,0.39
2016-09-18T09:00:00Z,32.12,-77.1,28.696,0.39
2016-09-18T09:00:00Z,32.12,-77.09,28.699,0.39
2016-09-18T09:00:00Z,32.12,-77.08,28.701,0.39
2016-09-19T09:00:00Z,32.1,-77.1,28.858,0.39
2016-09-19T09:00:00Z,32.1,-77.09,28.852,0.39
2016-09-19T09:00:00Z,32.1,-77.08,28.846,0.39
2016-09-19T09:00:00Z,32.11,-77.1,28.869,0.39
2016-09-19T09:00:00Z,32.11,-77.09,28.864,0.39
2016-09-19T09:00:00Z,32.11,-77.08,28.859,0.39
2016-09-19T09:00:00Z,32.12,-77.1,28.879,0.39
2016-09-19T09:00:00Z,32.12,-77.09,28.876,0.39
2016-09-19T09:00:00Z,32.12,-77.08,28.872,0.39
2016-09-20T09:00:00Z,32.1,-77.1,28.922,0.39
2016-09-20T09:00:00Z,32.1,-77.09,28.904,0.39
2016-09-20T09:00:00Z,32.1,-77.08,28.886,0.39
2016-09-20T09:00:00Z,32.11,-77.1,28.906,0.39
2016-09-20T09:00:00Z,32.11,-77.09,28.892,0.39
2016-09-20T09:00:00Z,32.11,-77.08,28.877,0.39
2016-09-20T09:00:00Z,32.12,-77.1,28.899,0.39
2016-09-20T09:00:00Z,32.12,-77.09,28.887999999999998,0.39
2016-09-20T09:00:00Z,32.12,-77.08,28.876,0.39
2016-09-21T09:00:00Z,32.1,-77.1,28.971,0.38
2016-09-21T09:00:00Z,32.1,-77.09,28.958,0.38
2016-09-21T09:00:00Z,32.1,-77.08,28.955,0.38
2016-09-21T09:00:00Z,32.11,-77.1,28.933,0.38
2016-09-21T09:00:00Z,32.11,-77.09,28.927,0.38
2016-09-21T09:00:00Z,32.11,-77.08,28.93,0.38
2016-09-21T09:00:00Z,32.12,-77.1,28.93,0.38
2016-09-21T09:00:00Z,32.12,-77.09,28.932,0.38
2016-09-21T09:00:00Z,32.12,-77.08,28.943,0.38
2016-09-22T09:00:00Z,32.1,-77.1,29.374,0.38
2016-09-22T09:00:00Z,32.1,-77.09,29.365000000000002,0.38
2016-09-22T09:00:00Z,32.1,-77.08,29.365000000000002,0.38
2016-09-22T09:00:00Z,32.11,-77.1,29.364,0.38
2016-09-22T09:00:00Z,32.11,-77.09,29.351,0.38
2016-09-22T09:00:00Z,32.11,-77.08,29.345,0.38
2016-09-22T09:00:00Z,32.12,-77.1,29.368000000000002,0.38
2016-09-22T09:00:00Z,32.12,-77.09,29.348,0.38
2016-09-22T09:00:00Z,32.12,-77.08,29.338,0.38
2016-09-23T09:00:00Z,32.1,-77.1,29.505,0.38
2016-09-23T09:00:00Z,32.1,-77.09,29.486,0.38
2016-09-23T09:00:00Z,32.1,-77.08,29.47,0.38
2016-09-23T09:00:00Z,32.11,-77.1,29.514,0.38
2016-09-23T09:00:00Z,32.11,-77.09,29.490000000000002,0.38
2016-09-23T09:00:00Z,32.11,-77.08,29.464,0.38
2016-09-23T09:00:00Z,32.12,-77.1,29.52,0.38
2016-09-23T09:00:00Z,32.12,-77.09,29.489,0.38
2016-09-23T09:00:00Z,32.12,-77.08,29.455,0.38
2016-09-24T09:00:00Z,32.1,-77.1,29.389,0.39
2016-09-24T09:00:00Z,32.1,-77.09,29.386,0.39
2016-09-24T09:00:00Z,32.1,-77.08,29.384999999999998,0.39
2016-09-24T09:00:00Z,32.11,-77.1,29.401,0.39
2016-09-24T09:00:00Z,32.11,-77.09,29.397,0.39
2016-09-24T09:00:00Z,32.11,-77.08,29.395,0.39
2016-09-24T09:00:00Z,32.12,-77.1,29.408,0.39
2016-09-24T09:00:00Z,32.12,-77.09,29.404,0.39
2016-09-24T09:00:00Z,32.12,-77.08,29.402,0.39
2016-09-25T09:00:00Z,32.1,-77.1,29.511,0.39
2016-09-25T09:00:00Z,32.1,-77.09,29.506,0.39
2016-09-25T09:00:00Z,32.1,-77.08,29.501,0.39
2016-09-25T09:00:00Z,32.11,-77.1,29.538,0.39
2016-09-25T09:00:00Z,32.11,-77.09,29.534,0.39
2016-09-25T09:00:00Z,32.11,-77.08,29.53,0.39
2016-09-25T09:00:00Z,32.12,-77.1,29.566,0.39
2016-09-25T09:00:00Z,32.12,-77.09,29.562,0.39
2016-09-25T09:00:00Z,32.12,-77.08,29.558,0.39
2016-09-26T09:00:00Z,32.1,-77.1,29.175,0.39
2016-09-26T09:00:00Z,32.1,-77.09,29.17,0.39
2016-09-26T09:00:00Z,32.1,-77.08,29.164,0.39
2016-09-26T09:00:00Z,32.11,-77.1,29.2,0.39
2016-09-26T09:00:00Z,32.11,-77.09,29.194,0.39
2016-09-26T09:00:00Z,32.11,-77.08,29.188,0.39
2016-09-26T09:00:00Z,32.12,-77.1,29.226,0.39
2016-09-26T09:00:00Z,32.12,-77.09,29.219,0.39
2016-09-26T09:00:00Z,32.12,-77.08,29.212,0.39
2016-09-27T09:00:00Z,32.1,-77.1,29.307000000000002,0.39
2016-09-27T09:00:00Z,32.1,-77.09,29.310000000000002,0.39
2016-09-27T09:00:00Z,32.1,-77.08,29.310000000000002,0.39
2016-09-27T09:00:00Z,32.11,-77.1,29.302,0.39
2016-09-27T09:00:00Z,32.11,-77.09,29.305,0.39
2016-09-27T09:00:00Z,32.11,-77.08,29.307000000000002,0.39
2016-09-27T09:00:00Z,32.12,-77.1,29.293,0.39
2016-09-27T09:00:00Z,32.12,-77.09,29.298000000000002,0.39
2016-09-27T09:00:00Z,32.12,-77.08,29.3,0.39
2016-09-28T09:00:00Z,32.1,-77.1,29.82,0.38
2016-09-28T09:00:00Z,32.1,-77.09,29.812,0.38
2016-09-28T09:00:00Z,32.1,-77.08,29.803,0.38
2016-09-28T09:00:00Z,32.11,-77.1,29.788,0.38
2016-09-28T09:00:00Z,32.11,-77.09,29.784,0.38
2016-09-28T09:00:00Z,32.11,-77.08,29.78,0.38
2016-09-28T09:00:00Z,32.12,-77.1,29.747,0.38
2016-09-28T09:00:00Z,32.12,-77.09,29.746000000000002,0.38
2016-09-28T09:00:00Z,32.12,-77.08,29.749,0.38
2016-09-29T09:00:00Z,32.1,-77.1,29.637,0.38
2016-09-29T09:00:00Z,32.1,-77.09,29.636,0.38
2016-09-29T09:00:00Z,32.1,-77.08,29.629,0.38
2016-09-29T09:00:00Z,32.11,-77.1,29.634999999999998,0.38
2016-09-29T09:00:00Z,32.11,-77.09,29.65,0.38
2016-09-29T09:00:00Z,32.11,-77.08,29.658,0.38
2016-09-29T09:00:00Z,32.12,-77.1,29.634999999999998,0.38
2016-09-29T09:00:00Z,32.12,-77.09,29.668,0.38
2016-09-29T09:00:00Z,32.12,-77.08,29.695999999999998,0.38
2016-09-30T09:00:00Z,32.1,-77.1,29.272,0.39
2016-09-30T09:00:00Z,32.1,-77.09,29.302,0.39
2016-09-30T09:00:00Z,32.1,-77.08,29.328,0.39
2016-09-30T09:00:00Z,32.11,-77.1,29.289,0.39
2016-09-30T09:00:00Z,32.11,-77.09,29.325,0.39
2016-09-30T09:00:00Z,32.11,-77.08,29.352,0.39
2016-09-30T09:00:00Z,32.12,-77.1,29.32,0.39
2016-09-30T09:00:00Z,32.12,-77.09,29.359,0.39
2016-09-30T09:00:00Z,32.12,-77.08,29.384,0.39
2016-10-01T09:00:00Z,32.1,-77.1,28.818,0.39
2016-10-01T09:00:00Z,32.1,-77.09,28.834,0.39
2016-10-01T09:00:00Z,32.1,-77.08,28.852,0.39
2016-10-01T09:00:00Z,32.11,-77.1,28.824,0.39
2016-10-01T09:00:00Z,32.11,-77.09,28.839,0.39
2016-10-01T09:00:00Z,32.11,-77.08,28.853,0.39
2016-10-01T09:00:00Z,32.12,-77.1,28.816,0.39
2016-10-01T09:00:00Z,32.12,-77.09,28.829,0.39
2016-10-01T09:00:00Z,32.12,-77.08,28.84,0.39
2016-10-02T09:00:00Z,32.1,-77.1,28.678,0.39
2016-10-02T09:00:00Z,32.1,-77.09,28.671,0.39
2016-10-02T09:00:00Z,32.1,-77.08,28.655,0.39
2016-10-02T09:00:00Z,32.11,-77.1,28.677,0.39
2016-10-02T09:00:00Z,32.11,-77.09,28.674,0.39
2016-10-02T09:00:00Z,32.11,-77.08,28.662,0.39
2016-10-02T09:00:00Z,32.12,-77.1,28.655,0.39
2016-10-02T09:00:00Z,32.12,-77.09,28.656,0.39
2016-10-02T09:00:00Z,32.12,-77.08,28.651,0.39
2016-10-03T09:00:00Z,32.1,-77.1,29.016,0.39
2016-10-03T09:00:00Z,32.1,-77.09,29.004,0.39
2016-10-03T09:00:00Z,32.1,-77.08,28.977,0.39
2016-10-03T09:00:00Z,32.11,-77.1,29.018,0.39
2016-10-03T09:00:00Z,32.11,-77.09,29.009,0.39
2016-10-03T09:00:00Z,32.11,-77.08,28.981,0.39
2016-10-03T09:00:00Z,32.12,-77.1,28.979,0.39
2016-10-03T09:00:00Z,32.12,-77.09,28.976,0.39
2016-10-03T09:00:00Z,32.12,-77.08,28.956,0.39
2016-10-04T09:00:00Z,32.1,-77.1,28.927,0.4
2016-10-04T09:00:00Z,32.1,-77.09,28.917,0.4
2016-10-04T09:00:00Z,32.1,-77.08,28.9,0.4
2016-10-04T09:00:00Z,32.11,-77.1,28.936,0.4
2016-10-04T09:00:00Z,32.11,-77.09,28.925,0.4
2016-10-04T09:00:00Z,32.11,-77.08,28.908,0.4
2016-10-04T09:00:00Z,32.12,-77.1,28.936,0.4
2016-10-04T09:00:00Z,32.12,-77.09,28.925,0.4
2016-10-04T09:00:00Z,32.12,-77.08,28.909,0.4
2016-10-05T09:00:00Z,32.1,-77.1,28.664,0.4
2016-10-05T09:00:00Z,32.1,-77.09,28.66,0.4
2016-10-05T09:00:00Z,32.1,-77.08,28.656,0.4
2016-10-05T09:00:00Z,32.11,-77.1,28.685,0.4
2016-10-05T09:00:00Z,32.11,-77.09,28.681,0.4
2016-10-05T09:00:00Z,32.11,-77.08,28.676000000000002,0.4
2016-10-05T09:00:00Z,32.12,-77.1,28.705,0.4
2016-10-05T09:00:00Z,32.12,-77.09,28.7,0.4
2016-10-05T09:00:00Z,32.12,-77.08,28.696,0.4
2016-10-06T09:00:00Z,32.1,-77.1,28.528,0.4
2016-10-06T09:00:00Z,32.1,-77.09,28.525,0.4
2016-10-06T09:00:00Z,32.1,-77.08,28.522,0.4
2016-10-06T09:00:00Z,32.11,-77.1,28.546,0.4
2016-10-06T09:00:00Z,32.11,-77.09,28.543,0.4
2016-10-06T09:00:00Z,32.11,-77.08,28.54,0.4
2016-10-06T09:00:00Z,32.12,-77.1,28.564,0.4
2016-10-06T09:00:00Z,32.12,-77.09,28.561,0.4
2016-10-06T09:00:00Z,32.12,-77.08,28.559,0.4
2016-10-07T09:00:00Z,32.1,-77.1,28.529,0.4
2016-10-07T09:00:00Z,32.1,-77.09,28.519,0.4
2016-10-07T09:00:00Z,32.1,-77.08,28.51,0.4
2016-10-07T09:00:00Z,32.11,-77.1,28.54,0.4
2016-10-07T09:00:00Z,32.11,-77.09,28.53,0.4
2016-10-07T09:00:00Z,32.11,-77.08,28.521,0.4
2016-10-07T09:00:00Z,32.12,-77.1,28.55,0.4
2016-10-07T09:00:00Z,32.12,-77.09,28.542,0.4
2016-10-07T09:00:00Z,32.12,-77.08,28.533,0.4
2016-10-08T09:00:00Z,32.1,-77.1,27.852,0.41000000000000003
2016-10-08T09:00:00Z,32.1,-77.09,27.852,0.41000000000000003
2016-10-08T09:00:00Z,32.1,-77.08,27.852,0.41000000000000003
2016-10-08T09:00:00Z,32.11,-77.1,27.845,0.41000000000000003
2016-10-08T09:00:00Z,32.11,-77.09,27.845,0.41000000000000003
2016-10-08T09:00:00Z,32.11,-77.08,27.844,0.41000000000000003
2016-10-08T09:00:00Z,32.12,-77.1,27.838,0.41000000000000003
2016-10-08T09:00:00Z,32.12,-77.09,27.838,0.41000000000000003
2016-10-08T09:00:00Z,32.12,-77.08,27.837,0.41000000000000003
2016-10-09T09:00:00Z,32.1,-77.1,27.31,0.4
2016-10-09T09:00:00Z,32.1,-77.09,27.308,0.4
2016-10-09T09:00:00Z,32.1,-77.08,27.306,0.4
2016-10-09T09:00:00Z,32.11,-77.1,27.297,0.4
2016-10-09T09:00:00Z,32.11,-77.09,27.295,0.4
2016-10-09T09:00:00Z,32.11,-77.08,27.294,0.4
2016-10-09T09:00:00Z,32.12,-77.1,27.284,0.4
2016-10-09T09:00:00Z,32.12,-77.09,27.283,0.4
2016-10-09T09:00:00Z,32.12,-77.08,27.282,0.4
2016-10-10T09:00:00Z,32.1,-77.1,27.647,0.4
2016-10-10T09:00:00Z,32.1,-77.09,27.663,0.4
2016-10-10T09:00:00Z,32.1,-77.08,27.679000000000002,0.4
2016-10-10T09:00:00Z,32.11,-77.1,27.63,0.4
2016-10-10T09:00:00Z,32.11,-77.09,27.646,0.4
2016-10-10T09:00:00Z,32.11,-77.08,27.662,0.4
2016-10-10T09:00:00Z,32.12,-77.1,27.614,0.4
2016-10-10T09:00:00Z,32.12,-77.09,27.63,0.4
2016-10-10T09:00:00Z,32.12,-77.08,27.646,0.4
2016-10-11T09:00:00Z,32.1,-77.1,27.977,0.4
2016-10-11T09:00:00Z,32.1,-77.09,27.988,0.4
2016-10-11T09:00:00Z,32.1,-77.08,28.0,0.4
2016-10-11T09:00:00Z,32.11,-77.1,27.971,0.4
2016-10-11T09:00:00Z,32.11,-77.09,27.982,0.4
2016-10-11T09:00:00Z,32.11,-77.08,27.993,0.4
2016-10-11T09:00:00Z,32.12,-77.1,27.965,0.4
2016-10-11T09:00:00Z,32.12,-77.09,27.976,0.4
2016-10-11T09:00:00Z,32.12,-77.08,27.987000000000002,0.4
2016-10-12T09:00:00Z,32.1,-77.1,27.921,0.39
2016-10-12T09:00:00Z,32.1,-77.09,27.921,0.39
2016-10-12T09:00:00Z,32.1,-77.08,27.92,0.39
2016-10-12T09:00:00Z,32.11,-77.1,27.939,0.39
2016-10-12T09:00:00Z,32.11,-77.09,27.94,0.39
2016-10-12T09:00:00Z,32.11,-77.08,27.94,0.39
2016-10-12T09:00:00Z,32.12,-77.1,27.958,0.39
2016-10-12T09:00:00Z,32.12,-77.09,27.96,0.39
2016-10-12T09:00:00Z,32.12,-77.08,27.96,0.39
2016-10-13T09:00:00Z,32.1,-77.1,27.934,0.39
2016-10-13T09:00:00Z,32.1,-77.09,27.937,0.39
2016-10-13T09:00:00Z,32.1,-77.08,27.939,0.39
2016-10-13T09:00:00Z,32.11,-77.1,27.944,0.39
2016-10-13T09:00:00Z,32.11,-77.09,27.948,0.39
2016-10-13T09:00:00Z,32.11,-77.08,27.948999999999998,0.39
2016-10-13T09:00:00Z,32.12,-77.1,27.955,0.39
2016-10-13T09:00:00Z,32.12,-77.09,27.959,0.39
2016-10-13T09:00:00Z,32.12,-77.08,27.96,0.39
2016-10-14T09:00:00Z,32.1,-77.1,28.125,0.38
2016-10-14T09:00:00Z,32.1,-77.09,28.15,0.38
2016-10-14T09:00:00Z,32.1,-77.08,28.172,0.38
2016-10-14T09:00:00Z,32.11,-77.1,28.12,0.38
2016-10-14T09:00:00Z,32.11,-77.09,28.14,0.38
2016-10-14T09:00:00Z,32.11,-77.08,28.157,0.38
